"TotalComp" "WideIndustry" "Company" "CEO" "CityofBirth" "StateofBirth" "Age" "Undergrad" "UGDegree" "UGDate" "AgeOfUnder" "Graduate" "GradDegree" "MBA" "MasterPhd" "G_date" "AgeOfGradu" "YearsFirm" "YearsCEO" "Salary" "Bonus" "other" "St_gains" "Compfor5yrs" "Stockowned" "Sales" "Profits" "Returnover5yrs" "Industry" "IndustryCode" "Log10TC1"
"481" 817947 "Financial" "First National of Ne" "Mr. John R Lauritzen" "" "" 77 "" "" NA NA "" "none" 0 0 NA NA 51 26 397303 304233 116411 NA 1975410 46.1100006103516 546 70.0999984741211 NA "Financial services-regional banks" 1 5.91272497177124
"482" 2599370 "Financial" "Shawmut National" "Mr. Joel B Alvord" "Manchester" "CT" 55 "Dartmouth" "AB" 60 21 "Dartmouth" "MBA" 1 1 61 22 31 8 650000 650000 221247 1078130 8020240 0.116999998688698 1931 244.600006103516 -1 "Financial services-regional banks" 1 6.41486787796021
"483" 741192 "Financial" "Fourth Financial" "Mr. Darrell G Knudson" "Centerville" "SD" 56 "" "" NA NA "" "none" 0 0 NA NA 3 3 363838 300000 7770 69584 1810000 0.128000006079674 523 65.1999969482422 11 "Financial services-regional banks" 1 5.8699312210083
"484" 1738680 "Financial" "UJB Financial" "Mr. T JosephSemrod" "Oklahoma City" "OK" 57 "U of Oklahoma" "BA" 58 21 "U of Oklahoma" "JD" 0 1 63 26 13 13 665000 284350 685408 103926 5444240 0.34400001168251 1062 74.1999969482422 10 "Financial services-regional banks" 1 6.24022006988525
"485" 3382450 "Financial" "Barnett Banks" "Mr. Charles E Rice" "Chattanooga" "TN" 58 "U of Miami" "BBA" 58 22 "Rollins C" "MBA" 1 1 64 28 29 15 685000 1015500 881971 799975 8830270 0.104999996721745 3130 421 10 "Financial services-regional banks" 1 6.52923107147217
"486" 1307150 "Financial" "Firstar" "Mr. Roger L Fitzsimonds" "Milwaukee" "WI" 56 "U of Wisc Milwa" "BA" 60 22 "U of Wisc Milwa" "MBA" 1 1 71 33 30 3 548000 378900 380250 NA 4217730 0.112000003457069 1209 204.300003051758 22 "Financial services-regional banks" 1 6.11632490158081
"487" 506190 "Financial" "First Commercial" "Mr. BarnettGrace" "Batesville" "AK" 49 "SMU" "BBA" 66 21 "SMU" "JD" 0 1 68 23 22 7 314350 162000 5406 24434 2186050 1.52499997615814 237 37.5 22 "Financial services-regional banks" 1 5.70431423187256
"488" 1717700 "Financial" "NBD Bancorp" "Mr. Verne G Istock" "Grosse Pointe" "MI" 53 "U of Michigan" "BA" 62 21 "U of Michigan" "MBA" 1 1 63 22 31 1 725000 300000 324629 368074 NA 0.104999996721745 3208 481.799987792969 14 "Financial services-regional banks" 1 6.23494720458984
"489" 397240 "Financial" "Worthen Banking" "Mr. Curtis F Bradbury Jr" "Little Rock" "AR" 44 "U of Arkansas" "BSB" 70 20 "U of Arkansas" "MA" 0 1 71 21 9 7 295934 95000 6306 NA 3151990 0.428999990224838 279 31.3999996185303 20 "Financial services-regional banks" 1 5.59905290603638
"490" 2144240 "Financial" "First Interstate Ban" "Mr. Edward M Carson" "Tucson" "AZ" 64 "Arizona State" "BS" 51 21 "Rutgers-Stonier" "MBA" 1 1 63 33 43 4 784133 1062000 254604 43500 5941110 0.0430000014603138 3898 561.400024414062 15 "Financial services-regional banks" 1 6.33127307891846
"491" 691994 "Financial" "Summit Bancorp" "Mr. Robert G Cox" "Watertown" "NY" 53 "" "" NA NA "" "none" 0 0 NA NA 21 1 332833 135000 224161 NA NA 0.448000013828278 304 42.4000015258789 4 "Financial services-regional banks" 1 5.84010219573975
"492" 11705900 "Financial" "Mellon Bank" "Mr. Frank V Cahouet" "Boston" "MA" 61 "Harvard" "BA" 54 21 "U of Penn-Whart" "MBA" 1 1 59 26 7 7 760000 625000 2287530 8033410 23139200 0.425999999046326 3237 361 20 "Financial services-regional banks" 1 7.06840515136719
"493" 716365 "Financial" "United Missouri Banc" "Mr. R CrosbyKemper" "Kansas City" "MO" 67 "" "" NA NA "" "none" 0 0 NA NA 44 24 578974 NA 80590 56801 3106150 15.1140003204346 415 41.0999984741211 12 "Financial services-regional banks" 1 5.85513401031494
"494" 385000 "Financial" "Citadel Holding" "Mr. Richard M Greenwood" "Fargo" "ND" 46 "U of Idaho" "BS" 72 24 "American Grad S" "MBA" 1 1 74 26 2 2 385000 NA NA NA NA 9.99999974737875e-06 304 -67.1999969482422 -32 "Financial services-thrift institutions" 1 5.58546113967896
"495" 221641 "Financial" "Downey SavingsLoan" "Mr. Thomas E Prince" "Pasadena" "CA" 47 "USC" "BS" 68 21 "USC" "MBA" 1 1 74 27 2 1 165000 50292 6349 NA NA 9.99999974737875e-06 238 28.6000003814697 11 "Financial services-thrift institutions" 1 5.34565019607544
"496" 551589 "Financial" "Sovereign Bancorp" "Mr. Jay S Sidhu" "India" "" 42 "" "" NA NA "Wilkes C" "MBA" 1 1 73 21 8 5 195670 351422 4497 NA 1611150 1.29499995708466 271 30.6000003814697 41 "Financial services-thrift institutions" 1 5.74161577224731
"497" 674514 "Financial" "Anchor Bancorp" "Mr. James M Large Jr" "Philadelphia" "PA" 62 "Princeton" "BSE" 54 22 "" "none" 0 0 NA NA 5 5 452539 203875 18100 NA 2584550 0.222000002861023 531 53.0999984741211 23 "Financial services-thrift institutions" 1 5.8289909362793
"498" 677260 "Financial" "Washington Mutual Sa" "Mr. Kerry K Killinger" "Des Moines" "IA" 44 "U of Iowa" "BBA" 70 20 "U of Iowa" "MBA" 1 1 71 21 18 4 430000 230000 17260 NA 5286420 0.86599999666214 1180 175.300003051758 22 "Financial services-thrift institutions" 1 5.83075523376465
"499" 575211 "Financial" "CSF Holdings" "Mr. Charles B Stuzin" "Miami" "FL" 52 "U of Florida" "BS" 64 22 "U of Miami" "JD" 0 1 67 25 20 12 375000 155000 45211 NA 3953330 28.9360008239746 342 58.2000007629395 34 "Financial services-thrift institutions" 1 5.75982713699341
"500" 884470 "Financial" "Standard Federal Ban" "Mr. Thomas R Ricketts" "Detroit" "MI" 63 "U of Michigan" "BBA" 53 22 "U of Michigan" "JD" 0 1 56 25 38 20 753000 125500 5970 NA 3876430 0.115000002086163 769 115.599998474121 29 "Financial services-thrift institutions" 1 5.94668292999268
"501" 617054 "Financial" "California Federal B" "Mr. Edward G Harshfield" "New York" "NY" 57 "Southeastern U" "BBA" 62 25 "" "none" 0 0 NA NA 1 1 475000 100000 42054 NA NA 9.99999974737875e-06 1084 -145.5 -37 "Financial services-thrift institutions" 1 5.79032278060913
"502" 800265 "Financial" "FirstFed Michigan" "Mr. C GeneHarling" "Gainesville" "FL" 48 "U of Florida" "BBA" 68 22 "Wayne State U" "MBA" 1 1 69 23 15 4 410000 258546 NA 131719 2980170 0.26800000667572 735 41.4000015258789 20 "Financial services-thrift institutions" 1 5.90323400497437
"503" 516665 "Financial" "American Savings of" "Mr. Stephen D Taylor" "Provo" "UT" 48 "Brigham Young U" "BA" 69 23 "Harvard" "MBA" 1 1 71 25 3 3 315000 157500 44165 NA NA 0.351000010967255 191 30.5 NA "Financial services-thrift institutions" 1 5.71320915222168
"504" 360274 "Financial" "Great Lakes Bancorp" "Mr. Robert J Delonis" "Detroit" "MI" 42 "U of Michigan" "BBA" 73 21 "" "none" 0 0 NA NA 12 2 233462 46366 31568 48878 796732 0.266999989748001 218 12.8999996185303 7 "Financial services-thrift institutions" 1 5.55663299560547
"505" 722653 "Financial" "People's Bank" "Mr. David E A Carson" "England" "" 59 "U of Michigan" "BBA" 55 20 "" "none" 0 0 NA NA 11 9 390000 263250 31153 38250 2437440 0.150000005960464 497 41.2999992370605 9 "Financial services-thrift institutions" 1 5.8589301109314
"506" 1184540 "Financial" "Commercial Federal" "Mr. William A Fitzgerald" "Omaha" "NE" 56 "Creighton U" "BS" 59 21 "" "none" 0 0 NA NA 39 19 319332 127728 137700 599779 2738860 1.08899998664856 393 35 21 "Financial services-thrift institutions" 1 6.0735502243042
"507" 1029020 "Financial" "HF Ahmanson" "Mr. Charles R Rinehart" "San Francisco" "CA" 47 "U of San Franci" "BS" 68 21 "" "none" 0 0 NA NA 5 1 643758 312817 72448 NA NA 0.115000002086163 3100 -138 5 "Financial services-thrift institutions" 1 6.01242399215698
"508" 772155 "Financial" "Washington Federal S" "Mr. Guy C Pinkerton" "Seattle" "WA" 59 "U of Washington" "BA" 59 24 "" "none" 0 0 NA NA 29 2 228800 43800 28080 471475 NA 1.09200000762939 295 95.1999969482422 22 "Financial services-thrift institutions" 1 5.88770389556885
"509" 1609290 "Financial" "Great Western Financ" "Mr. James F Montgomery" "Topeka" "KS" 59 "UCLA" "BS" 57 22 "" "none" 0 0 NA NA 19 15 950000 142500 216166 300625 8963230 0.252999991178513 2883 62 6 "Financial services-thrift institutions" 1 6.20663404464722
"510" 798255 "Financial" "FirstFed Financial" "Mr. William S Mortensen" "Philadelphia" "PA" 61 "USC" "BS" 54 21 "" "none" 0 0 NA NA 39 11 332800 NA 2629 462826 5962880 1.94599997997284 241 -2 2 "Financial services-thrift institutions" 1 5.90214204788208
"511" 350000 "Financial" "Northeast Federal" "Mr. Kirk W Walters" "American Falls" "ID" 38 "USC" "BBA" 78 22 "" "none" 0 0 NA NA 5 1 350000 NA NA NA NA 0.0810000002384186 238 -14.1000003814697 6 "Financial services-thrift institutions" 1 5.54406785964966
"512" 500000 "Financial" "GP Financial" "Mr. Thomas S Johnson" "Racine" "WI" 53 "Trinity College" "AB" 62 21 "Harvard" "MBA" 1 1 64 23 1 1 500000 NA NA NA NA 0.144999995827675 561 95.9000015258789 -35 "Financial services-thrift institutions" 1 5.69896984100342
"513" 1681920 "Financial" "Glendale Federal Ban" "Mr. Stephen J Trafton" "Mt Vernon" "WA" 47 "Washington Stat" "BS" 68 21 "" "none" 0 0 NA NA 4 2 680000 1000000 1920 NA NA 0.00300000002607703 1044 NA -57 "Financial services-thrift institutions" 1 6.22580480575562
"514" 869452 "Financial" "TCF Financial" "Mr. William A Cooper" "Detroit" "MI" 50 "Wayne State U" "BS" 67 23 "" "none" 0 0 NA NA 9 9 500006 NA 161871 207575 5679500 2.75200009346008 477 38 26 "Financial services-thrift institutions" 1 5.93924617767334
"515" 401917 "Financial" "FarmHome Financial" "Mr. JohnMorton III" "Orange" "NJ" 50 "US Naval Acad" "BS" 67 23 "Harvard" "MBA" 1 1 73 29 2 2 300000 25000 76917 NA NA 0.0149999996647239 252 15.1000003814697 25 "Financial services-thrift institutions" 1 5.60413599014282
"516" 2035940 "Financial" "Golden West Financia" "Mrs. Marion O Sandler" "Biddeford" "ME" 63 "Wellesley C" "BA" 52 21 "NYU" "MBA" 1 1 58 27 31 31 847333 NA 13391 1175210 12696100 7.75099992752075 1932 273.899993896484 17 "Financial services-thrift institutions" 1 6.30876493453979
"517" 728010 "Financial" "Coast Savings Financ" "Mr. RayMartin" "Nogales" "AZ" 58 "" "" NA NA "" "none" 0 0 NA NA 35 10 500004 200000 28006 NA 3453880 0.114000000059605 576 17.2000007629395 -1 "Financial services-thrift institutions" 1 5.86213684082031
"518" 490001 "Financial" "Rochester Community" "Mr. Leonard S Simon" "Passaic" "NJ" 57 "MIT" "BS" 58 21 "Columbia" "PhD" 0 1 63 26 25 10 360961 NA 129040 NA 2215280 0.266999989748001 240 -59.4000015258789 1 "Financial services-thrift institutions" 1 5.6901969909668
"519" 465000 "Financial" "Metropolitan Financi" "Mr. Norman M Jones" "Fargo" "ND" 63 "" "" NA NA "" "none" 0 0 NA NA 42 2 400000 65000 NA NA NA 1.54900002479553 563 65.1999969482422 30 "Financial services-thrift institutions" 1 5.66745281219482
"520" 1075140 "Financial" "Dime Bancorp" "Mr. Richard D Parsons" "Brooklyn" "NY" 46 "U of Hawaii" "BA" 68 20 "Union C" "JD" 0 1 71 23 6 4 525000 225000 325139 NA 2651220 0.381999999284744 576 44.5999984741211 -8 "Financial services-thrift institutions" 1 6.03146505355835
"521" 652115 "Financial" "St Paul Bancorp" "Mr. Joseph C Scully" "Detroit" "MI" 53 "Loyola U" "BS" 62 21 "Loyola U" "MBA" 1 1 72 31 31 12 323699 182375 146041 NA 3215080 0.44200000166893 289 41.4000015258789 18 "Financial services-thrift institutions" 1 5.81432390213013
"522" 523560 "Financial" "SFFed Corp" "Mr. Roger L Gordon" "Neosho" "MO" 52 "" "" NA NA "" "none" 0 0 NA NA 32 4 352194 148500 22866 NA 1822100 0.293999999761581 234 9.89999961853027 5 "Financial services-thrift institutions" 1 5.71896600723267
"523" 2246120 "Food" "Supervalu" "Mr. Michael W Wright" "Minneapolis" "MN" 55 "U of Minnesota" "BA" 61 22 "U of Minnesota" "JD" 0 1 63 24 17 13 675000 810000 14594 746528 6842950 0.219999998807907 16104 182.600006103516 10 "Food distributors-food wholesalers" 2 6.35143280029297
"524" 494965 "Food" "Nash Finch" "Mr. Harold B Finch Jr" "Grand Forks" "ND" 66 "U of Minnesota" "BCH" 52 24 "" "none" 0 0 NA NA 28 12 294191 150000 50774 NA 2214890 1.47200000286102 2724 15.8999996185303 -2 "Food distributors-food wholesalers" 2 5.69457387924194
"525" 325360 "Food" "Fleming Cos" "Mr. Robert E Stauth" "Dodge City" "KS" 49 "Kansas State U" "BS" 66 21 "" "none" 0 0 NA NA 17 1 325186 NA 174 NA NA 0.0970000028610229 13092 37.5 -2 "Food distributors-food wholesalers" 2 5.51236391067505
"526" 1036170 "Food" "Sysco" "Mr. John F Woodhouse" "Wilmington" "DE" 63 "Wesleyan C" "BA" 53 22 "Harvard" "MBA" 1 1 55 24 25 11 562500 403664 70008 NA 5674830 0.354000002145767 10589 212.199996948242 20 "Food distributors-food wholesalers" 2 6.01543092727661
"527" 14925100 "Food" "Brinker Internationa" "Mr. Norman E Brinker" "Denver" "CO" 63 "San Diego State" "" 57 26 "" "none" 0 0 NA NA 11 11 573708 753887 104873 13492700 16617000 2.05599999427795 740 56.9000015258789 43 "Food distributors-restaurant chains" 2 7.17391681671143
"528" 2079180 "Food" "McDonald's" "Mr. Michael R Quinlan" "Chicago" "IL" 49 "Loyola U" "BS" 67 22 "Loyola U" "MBA" 1 1 70 25 28 7 980000 800000 299176 NA 9273410 0.0839999988675117 7408 1082.5 18 "Food distributors-restaurant chains" 2 6.31789207458496
"529" 838007 "Food" "Flagstar Cos" "Mr. Jerome J Richardson" "Spring Hope" "NC" 57 "Wofford C" "BA" 59 22 "" "none" 0 0 NA NA 33 5 824355 NA 13652 NA 9291410 1.93099999427795 3970 -1681.5 NA "Food distributors-restaurant chains" 2 5.92324781417847
"530" 20658300 "Food" "Cracker Barrel Old C" "Mr. Dan W Evins" "Smithville" "TN" 58 "" "" NA NA "" "none" 0 0 NA NA 24 24 326600 861748 30647 19439300 24016800 0.671000003814697 578 51.0999984741211 43 "Food distributors-restaurant chains" 2 7.31509494781494
"531" 862818 "Food" "Hannaford Bros" "Mr. Hugh G Farrington" "North Conway" "NH" 49 "Dartmouth" "BA" 67 22 "U of New Hampsh" "MA" 0 1 68 23 26 2 338000 253500 181574 89744 NA 0.497999995946884 2055 54.5999984741211 14 "Food distributors-supermarketsconvenience" 2 5.9359188079834
"532" 836211 "Food" "Food Lion" "Mr. Tom E Smith" "Salisbury" "NC" 53 "Catawba C" "BA" 64 23 "" "none" 0 0 NA NA 24 8 642314 NA 193897 NA 4760260 0.726000010967255 7610 3.90000009536743 -3 "Food distributors-supermarketsconvenience" 2 5.92231607437134
"533" 535170 "Food" "Southland" "Mr. Clark J Matthews II" "Arkansas City" "KS" 57 "SMU" "BA" 59 22 "SMU" "JD" 0 1 61 24 29 3 390000 131040 14130 NA 1764730 0.0370000004768372 5781 -11.3000001907349 NA "Food distributors-supermarketsconvenience" 2 5.72849178314209
"534" 1101620 "Food" "StopShop Companies" "Mr. Lewis G Schaeneman Jr" "Springfield" "MA" 63 "Cornell" "BS" 52 21 "Harvard" "MBA" 1 1 56 25 28 5 520000 572972 8650 NA 3485360 0.188999995589256 3568 63.7000007629395 32 "Food distributors-supermarketsconvenience" 2 6.04203176498413
"535" 409391 "Food" "Bruno's" "Mr. Ronald G Bruno" "Birmingham" "AL" 42 "U of Alabama" "BS" 74 22 "" "none" 0 0 NA NA 21 4 305769 45000 58622 NA 1649920 7.47900009155273 2893 36.2000007629395 -5 "Food distributors-supermarketsconvenience" 2 5.61213779449463
"536" 1286140 "Food" "Kroger" "Mr. Joseph A Pichler" "St Louis" "MO" 54 "U of Notre Dame" "BA" 61 21 "U of Chicago" "PhD" 0 1 66 26 14 4 416923 582343 286876 NA 3705520 0.196999996900558 22384 170.800003051758 18 "Food distributors-supermarketsconvenience" 2 6.10928821563721
"537" 984577 "Food" "Albertson's" "Mr. Gary G Michael" "Laurel" "MT" 53 "U of Idaho" "BS" 62 21 "" "none" 0 0 NA NA 28 3 637577 325000 22000 NA 6632890 0.096000000834465 11284 339.700012207031 24 "Food distributors-supermarketsconvenience" 2 5.99324989318848
"538" 770721 "Food" "Vons Cos" "Mr. Roger E Stangeland" "Chicago" "IL" 64 "U of Illinois" "BS" 51 21 "" "none" 0 0 NA NA 34 10 700660 NA 70061 NA 4754890 2.15700006484985 5075 33 2 "Food distributors-supermarketsconvenience" 2 5.88689708709717
"539" 1606350 "Food" "American Stores" "Mr. Victor L Lund" "Salt Lake City" "UT" 46 "U of Utah" "BS" 69 21 "U of Utah" "MBA" 1 1 72 24 17 2 750000 259145 295004 302196 5457160 0.361999988555908 18763 262.100006103516 14 "Food distributors-supermarketsconvenience" 2 6.20584011077881
"540" 1095000 "Food" "Safeway" "Mr. Steven A Burd" "Valley City" "ND" 44 "Carroll C" "BS" 71 21 "U of Wisc Milwa" "MA" 0 1 73 23 2 1 550000 545000 NA NA NA 0.0560000017285347 15215 123.300003051758 19 "Food distributors-supermarketsconvenience" 2 6.0394139289856
"541" 1294820 "Food" "Giant Food" "Mr. IsraelCohen" "Israel" "" 81 "" "" NA NA "" "none" 0 0 NA NA 58 17 556600 690500 47723 NA 19577700 4.7960000038147 3567 95 -2 "Food distributors-supermarketsconvenience" 2 6.1122088432312
"542" 575472 "Food" "Penn Traffic" "Mr. Claude J Incaudo" "Detroit" "MI" 60 "" "" NA NA "" "none" 0 0 NA NA 17 4 360500 214972 NA NA 2218640 0.699999988079071 3172 8.19999980926514 18 "Food distributors-supermarketsconvenience" 2 5.76002407073975
"543" 1254460 "Food" "Great AtlanticPaci" "Mr. JamesWood" "England" "" 64 "Loughborough C" "CB" 55 25 "" "none" 0 0 NA NA 14 14 1090150 28250 136060 NA 30193400 0.028999999165535 10384 4 -11 "Food distributors-supermarketsconvenience" 2 6.09845685958862
"544" 1222610 "Food" "Smith's FoodDrug C" "Mr. Jeffrey P Smith" "Brigham City" "UT" 44 "" "" NA NA "" "none" 0 0 NA NA 24 6 683606 539000 NA NA 5550490 9.81900024414062 2807 45.7999992370605 1 "Food distributors-supermarketsconvenience" 2 6.08728790283203
"545" 760835 "Food" "Winn-Dixie Stores" "Mr. A DanoDavis" "New Rochelle" "NY" 48 "" "" NA NA "" "none" 0 0 NA NA 26 12 353600 395200 12035 NA 3624450 2.45300006866455 11040 239.699996948242 22 "Food distributors-supermarketsconvenience" 2 5.88128995895386
"546" 1112450 "Food" "Brown-Forman" "Mr. OwsleyBrown II" "Louisville" "KY" 51 "Yale" "BA" 64 21 "Stanford U" "MBA" 1 1 66 23 26 1 398874 303525 388623 21432 NA 15.2749996185303 1409 163.300003051758 10 "Fooddrinktobacco-beverages" 2 6.04628086090088
"547" 1208960 "Food" "Whitman" "Mr. Bruce S Chelberg" "Chicago" "IL" 59 "U of Illinois" "BS" 56 21 "U of Illinois" "LLB" 0 1 58 23 12 2 548333 575000 85622 NA 5557020 0.211999997496605 2530 106.400001525879 4 "Fooddrinktobacco-beverages" 2 6.08241176605225
"548" 1093150 "Food" "Dr Pepper/Seven-Up" "Mr. John R Albers" "Minneapolis" "MN" 62 "U of Minnesota" "BA" 57 25 "" "none" 0 0 NA NA 23 8 668320 424829 NA NA 3455130 3.69000005722046 707 94.0999984741211 36 "Fooddrinktobacco-beverages" 2 6.03868007659912
"549" 2986320 "Food" "PepsiCo" "Mr. D WayneCalloway" "Elkin" "NC" 58 "Wake Forest U" "BBA" 59 23 "" "none" 0 0 NA NA 27 8 1191150 1700000 95170 NA 20514600 0.0879999995231628 25021 1587.90002441406 22 "Fooddrinktobacco-beverages" 2 6.47513580322266
"550" 14651700 "Food" "Coca-Cola" "Mr. Roberto C Goizueta" "Cuba" "" 62 "Yale" "BS" 53 21 "" "none" 0 0 NA NA 40 13 1454000 2200000 1519540 9478130 51896200 0.623000025749207 13957 2188 28 "Fooddrinktobacco-beverages" 2 7.1658878326416
"551" 1875920 "Food" "Anheuser-Busch Cos" "Mr. August A Busch III" "St Louis" "MO" 56 "" "" NA NA "" "none" 0 0 NA NA 37 19 940000 896000 39919 NA 25935100 0.486000001430511 11505 594.5 11 "Fooddrinktobacco-beverages" 2 6.2732138633728
"552" 1475470 "Food" "Coca-Cola Enterprise" "Mr. Summerfield K Johnsto" "Chattanooga" "TN" 61 "" "" NA NA "" "none" 0 0 NA NA 38 2 800000 502400 173072 NA 2947470 7.76999998092651 5465 -15 1 "Fooddrinktobacco-beverages" 2 6.16893005371094
"553" 2045500 "Food" "Snapple Beverage" "Mr. LeonardMarsh" "Brooklyn" "NY" 61 "" "" NA NA "" "none" 0 0 NA NA 22 2 300000 1698300 47198 NA NA 7.66300010681152 516 59.5 116 "Fooddrinktobacco-beverages" 2 6.31079912185669
"554" 639278 "Food" "Ralston-Continental" "Mr. Jay W Brown" "" "" 48 "Ohio State U" "BS" 66 20 "Ohio State U" "MA" 0 1 68 22 13 10 250000 150000 40065 199213 4665490 0.068000003695488 1984 27.7000007629395 NA "Fooddrinktobacco-food processors" 2 5.80568981170654
"555" 12327000 "Food" "Quaker Oats" "Mr. William D Smithburg" "Chicago" "IL" 55 "DePaul U" "BS" 60 21 "Northwestern U" "MBA" 1 1 61 22 28 13 795000 748800 6337280 4445890 24309400 0.218999996781349 5792 304.600006103516 8 "Fooddrinktobacco-food processors" 2 7.09085702896118
"556" 2797380 "Food" "HJ Heinz" "Dr. Anthony J F O'Reilly" "Ireland" "" 58 "U of Dublin" "BCL" 58 22 "U of Bradford U" "PhD" 0 1 80 44 25 15 514000 372557 1910820 NA 120844000 1.27900004386902 7135 543.5 9 "Fooddrinktobacco-food processors" 2 6.4467511177063
