"state" "statefips" "county" "countycode" "acres1997" "acres2002" "acres2007" "farms1997" "farms2002" "farms2007" "large1997" "large2002" "large2007" "small1997" "small2002" "small2007"
"1872" "NORTH CAROLINA" 37 "BUNCOMBE" 21 95068 94934 72087 1266 1192 1077 6 7 3 222 172 198
"1873" "NORTH CAROLINA" 37 "BURKE" 23 32421 32037 29068 449 439 481 1 3 1 56 68 83
"1874" "NORTH CAROLINA" 37 "CABARRUS" 25 66531 73346 66780 588 658 611 6 10 10 34 42 41
"1875" "NORTH CAROLINA" 37 "CALDWELL" 27 39660 34918 32593 414 411 459 2 1 2 42 41 62
"1876" "NORTH CAROLINA" 37 "CAMDEN" 29 52822 NA 55181 87 70 76 20 25 19 8 3 3
"1877" "NORTH CAROLINA" 37 "CARTERET" 31 60525 59755 55387 121 128 159 5 4 6 24 39 57
"1878" "NORTH CAROLINA" 37 "CASWELL" 33 141351 116753 102299 644 517 562 22 20 9 39 15 25
"1879" "NORTH CAROLINA" 37 "CATAWBA" 35 76914 78516 71906 739 715 737 5 7 5 53 55 54
"1880" "NORTH CAROLINA" 37 "CHATHAM" 37 119464 118752 104171 1144 1128 1089 3 5 2 79 63 87
"1881" "NORTH CAROLINA" 37 "CHEROKEE" 39 27488 22141 20423 310 262 288 2 2 1 26 13 26
"1882" "NORTH CAROLINA" 37 "CHOWAN" 41 52736 59890 74689 175 173 190 16 19 23 15 22 9
"1883" "NORTH CAROLINA" 37 "CLAY" 43 18466 13434 9660 200 168 137 1 1 NA 14 19 18
"1884" "NORTH CAROLINA" 37 "CLEVELAND" 45 114965 117092 115637 1087 1131 1188 4 3 7 48 48 65
"1885" "NORTH CAROLINA" 37 "COLUMBUS" 47 172422 160128 152387 1015 828 777 28 35 35 116 80 72
"1886" "NORTH CAROLINA" 37 "CRAVEN" 49 85688 78910 70886 321 275 286 23 19 18 24 21 30
"1887" "NORTH CAROLINA" 37 "CUMBERLAND" 51 106236 90311 88353 539 478 500 19 18 17 63 61 48
"1888" "NORTH CAROLINA" 37 "CURRITUCK" 53 39982 34802 27576 100 82 80 15 12 8 14 9 9
"1889" "NORTH CAROLINA" 37 "DARE" 55 4975 NA 4921 11 8 7 3 3 3 4 4 NA
"1890" "NORTH CAROLINA" 37 "DAVIDSON" 57 106997 104797 91475 1151 1138 1074 4 4 4 83 59 66
"1891" "NORTH CAROLINA" 37 "DAVIE" 59 73564 76295 69872 684 705 627 6 9 6 42 49 59
"1892" "NORTH CAROLINA" 37 "DUPLIN" 61 241070 234658 248026 1368 1190 1159 41 57 47 122 77 86
"1893" "NORTH CAROLINA" 37 "DURHAM" 63 23647 26074 26150 199 238 242 4 6 3 25 28 25
"1894" "NORTH CAROLINA" 37 "EDGECOMBE" 65 172314 163587 139846 351 281 300 55 49 41 29 25 25
"1895" "NORTH CAROLINA" 37 "FORSYTH" 67 57515 51598 43593 796 783 680 1 2 1 88 78 83
"1896" "NORTH CAROLINA" 37 "FRANKLIN" 69 140369 128412 112871 629 574 593 24 25 22 27 38 41
"1897" "NORTH CAROLINA" 37 "GASTON" 71 37124 41827 37561 420 450 516 1 2 2 31 26 64
"1898" "NORTH CAROLINA" 37 "GATES" 73 63041 63933 75819 174 129 181 18 22 20 20 8 13
"1899" "NORTH CAROLINA" 37 "GRAHAM" 75 8243 8054 7182 146 143 126 NA NA NA 27 31 29
"1900" "NORTH CAROLINA" 37 "GRANVILLE" 77 164775 146544 128366 731 674 673 32 26 22 57 29 39
"1901" "NORTH CAROLINA" 37 "GREENE" 79 103640 97857 92176 331 271 292 26 32 34 19 9 19
"1902" "NORTH CAROLINA" 37 "GUILFORD" 81 120980 111382 96519 1148 1095 963 10 6 11 96 84 81
"1903" "NORTH CAROLINA" 37 "HALIFAX" 83 186803 194651 197642 398 380 365 58 53 59 43 22 28
"1904" "NORTH CAROLINA" 37 "HARNETT" 85 117879 114361 111770 740 730 727 19 21 20 56 48 72
"1905" "NORTH CAROLINA" 37 "HAYWOOD" 87 69749 64611 56212 962 795 707 5 5 5 169 105 94
"1906" "NORTH CAROLINA" 37 "HENDERSON" 89 48562 48619 37947 612 525 557 4 5 3 81 74 84
"1907" "NORTH CAROLINA" 37 "HERTFORD" 91 76519 79810 78634 183 136 163 26 28 28 12 11 6
"1908" "NORTH CAROLINA" 37 "HOKE" 93 69435 63356 60219 200 201 249 24 18 15 23 24 32
"1909" "NORTH CAROLINA" 37 "HYDE" 95 95938 103089 82680 110 144 176 32 43 34 9 8 18
"1910" "NORTH CAROLINA" 37 "IREDELL" 97 161416 146556 138416 1387 1262 1201 16 14 17 113 97 107
"1911" "NORTH CAROLINA" 37 "JACKSON" 99 20707 16399 13338 280 248 229 2 1 NA 52 26 35
"1912" "NORTH CAROLINA" 37 "JOHNSTON" 101 216748 194211 194090 1420 1144 1245 36 43 40 122 96 122
"1913" "NORTH CAROLINA" 37 "JONES" 103 72846 76025 69078 172 154 159 23 23 22 13 12 16
"1914" "NORTH CAROLINA" 37 "LEE" 105 48248 46084 36210 379 304 272 6 10 6 29 15 21
"1915" "NORTH CAROLINA" 37 "LENOIR" 107 152570 121520 137550 495 428 480 42 32 42 43 30 50
"1916" "NORTH CAROLINA" 37 "LINCOLN" 109 69164 57777 59360 635 618 638 3 2 3 28 38 52
"1917" "NORTH CAROLINA" 37 "MACON" 113 24501 22495 21133 382 347 346 NA NA NA 47 40 27
"1918" "NORTH CAROLINA" 37 "MADISON" 115 84050 84053 66734 1071 973 801 3 2 3 121 97 80
"1919" "NORTH CAROLINA" 37 "MARTIN" 117 116274 110677 105490 427 305 320 31 39 27 34 14 7
"1920" "NORTH CAROLINA" 37 "MCDOWELL" 111 24085 24441 22968 289 282 383 NA 1 1 19 7 44
"1921" "NORTH CAROLINA" 37 "MECKLENBURG" 119 32377 25442 19135 377 300 236 NA NA 1 39 34 45
"1922" "NORTH CAROLINA" 37 "MITCHELL" 121 26879 26044 22787 375 358 314 NA NA NA 59 49 53
"1923" "NORTH CAROLINA" 37 "MONTGOMERY" 123 47046 41769 42523 310 292 289 6 4 5 20 11 12
"1924" "NORTH CAROLINA" 37 "MOORE" 125 106570 101222 80075 841 820 804 9 9 7 60 36 55
"1925" "NORTH CAROLINA" 37 "NASH" 127 177479 160187 153544 541 478 487 41 48 44 62 46 79
"1926" "NORTH CAROLINA" 37 "NEW HANOVER" 129 5363 NA 4416 75 77 73 1 NA NA 31 32 29
"1927" "NORTH CAROLINA" 37 "NORTHAMPTON" 131 165698 150666 155576 404 328 340 53 44 52 39 38 21
"1928" "NORTH CAROLINA" 37 "ONSLOW" 133 64616 63804 55211 438 404 401 11 13 9 29 32 60
"1929" "NORTH CAROLINA" 37 "ORANGE" 135 72673 71010 60057 577 627 604 5 2 2 47 50 46
"1930" "NORTH CAROLINA" 37 "PAMLICO" 137 50832 52340 46125 80 68 85 18 20 19 NA 3 10
"1931" "NORTH CAROLINA" 37 "PASQUOTANK" 139 87701 99432 85600 203 157 144 29 35 27 27 13 9
"1932" "NORTH CAROLINA" 37 "PENDER" 141 69881 62714 61571 333 296 357 11 14 15 29 27 54
"1933" "NORTH CAROLINA" 37 "PERQUIMANS" 143 78032 94456 68468 223 193 171 24 32 26 16 10 12
"1934" "NORTH CAROLINA" 37 "PERSON" 145 122956 95153 98521 455 374 403 28 20 33 31 18 41
"1935" "NORTH CAROLINA" 37 "PITT" 147 192908 185776 171525 525 448 435 56 62 58 35 25 51
"1936" "NORTH CAROLINA" 37 "POLK" 149 35061 27145 21001 255 260 309 2 1 NA 2 6 33
"1937" "NORTH CAROLINA" 37 "RANDOLPH" 151 158073 156704 147316 1696 1583 1501 5 4 7 118 115 110
"1938" "NORTH CAROLINA" 37 "RICHMOND" 153 54177 49293 40904 294 257 278 6 7 3 22 14 31
"1939" "NORTH CAROLINA" 37 "ROBESON" 155 290886 286704 268026 1211 873 1017 72 74 68 129 79 108
"1940" "NORTH CAROLINA" 37 "ROCKINGHAM" 157 137109 136120 117113 915 871 863 15 24 17 56 50 52
"1941" "NORTH CAROLINA" 37 "ROWAN" 159 111786 115332 115942 954 951 983 7 15 17 47 54 61
"1942" "NORTH CAROLINA" 37 "RUTHERFORD" 161 66098 67856 65898 616 653 705 1 5 2 31 14 45
"1943" "NORTH CAROLINA" 37 "SAMPSON" 163 271219 298483 321454 1299 1178 1203 59 68 78 104 71 84
"1944" "NORTH CAROLINA" 37 "SCOTLAND" 165 53455 58313 65780 145 159 190 15 18 17 4 9 19
"1945" "NORTH CAROLINA" 37 "STANLY" 167 97067 107549 104517 666 719 713 16 20 27 31 32 36
"1946" "NORTH CAROLINA" 37 "STOKES" 169 115245 107358 91014 1080 934 963 4 9 2 82 69 38
"1947" "NORTH CAROLINA" 37 "SURRY" 171 139381 129090 114491 1430 1268 1258 11 12 11 117 81 129
"1948" "NORTH CAROLINA" 37 "SWAIN" 173 8399 7121 5587 107 83 85 NA NA NA 21 11 11
"1949" "NORTH CAROLINA" 37 "TRANSYLVANIA" 175 15710 18171 16045 228 256 279 NA NA NA 27 31 60
"1950" "NORTH CAROLINA" 37 "TYRRELL" 177 55561 73608 53870 92 91 68 17 27 18 5 8 6
"1951" "NORTH CAROLINA" 37 "UNION" 179 186829 190704 178193 1388 1224 1107 26 41 32 116 109 102
"1952" "NORTH CAROLINA" 37 "VANCE" 181 69589 74996 55091 264 228 246 13 15 11 5 7 15
"1953" "NORTH CAROLINA" 37 "WAKE" 183 116975 92803 84956 928 846 827 12 17 14 86 115 115
"1954" "NORTH CAROLINA" 37 "WARREN" 185 85017 75469 72707 327 297 294 17 12 12 22 14 4
"1955" "NORTH CAROLINA" 37 "WASHINGTON" 187 107741 114423 96911 236 193 187 31 38 28 32 11 6
"1956" "NORTH CAROLINA" 37 "WATAUGA" 189 64756 51758 45782 856 731 587 6 2 5 157 101 62
"1957" "NORTH CAROLINA" 37 "WAYNE" 191 232257 171449 175265 941 722 723 34 43 43 124 91 104
"1958" "NORTH CAROLINA" 37 "WILKES" 193 135848 124189 109970 1405 1273 1095 10 11 12 135 106 107
"1959" "NORTH CAROLINA" 37 "WILSON" 195 129551 114564 104678 433 315 304 32 33 35 39 28 39
"1960" "NORTH CAROLINA" 37 "YADKIN" 197 107414 117105 105170 1053 1044 990 11 15 11 83 48 67
"1961" "NORTH CAROLINA" 37 "YANCEY" 199 44137 38658 33431 745 622 447 1 1 3 174 110 76
"1962" "NORTH DAKOTA" 38 "ADAMS" 1 625225 604839 626663 381 394 426 208 177 180 6 5 14
"1963" "NORTH DAKOTA" 38 "BARNES" 3 882210 856976 907184 815 838 921 328 296 292 13 10 5
"1964" "NORTH DAKOTA" 38 "BENSON" 5 762398 732870 759341 634 567 591 285 243 232 9 3 NA
"1965" "NORTH DAKOTA" 38 "BILLINGS" 7 792854 810924 724532 251 238 243 122 131 120 6 2 NA
"1966" "NORTH DAKOTA" 38 "BOTTINEAU" 9 975706 948475 1028699 859 879 899 345 313 314 10 8 13
"1967" "NORTH DAKOTA" 38 "BOWMAN" 11 698619 759082 720756 371 360 353 183 179 178 9 3 5
"1968" "NORTH DAKOTA" 38 "BURKE" 13 621554 600141 570560 506 455 463 239 212 178 6 NA 5
"1969" "NORTH DAKOTA" 38 "BURLEIGH" 15 892847 865524 879542 937 946 1026 286 266 236 19 10 17
"1970" "NORTH DAKOTA" 38 "CASS" 17 1141121 1126851 1038930 1008 961 913 448 424 385 30 31 34
"1971" "NORTH DAKOTA" 38 "CAVALIER" 19 881588 818829 873377 702 607 650 339 312 299 7 5 NA
"1972" "NORTH DAKOTA" 38 "DICKEY" 21 588122 599450 697526 554 533 545 209 186 198 6 6 8
"1973" "NORTH DAKOTA" 38 "DIVIDE" 23 748577 760699 708034 566 532 503 301 277 229 8 1 6
"1974" "NORTH DAKOTA" 38 "DUNN" 25 1316143 1105912 1043932 634 582 563 327 325 290 23 2 6
"1975" "NORTH DAKOTA" 38 "EDDY" 27 353458 348786 376620 310 325 366 134 117 114 4 NA 2
"1976" "NORTH DAKOTA" 38 "EMMONS" 29 816359 838075 871766 777 699 694 314 286 308 11 4 6
"1977" "NORTH DAKOTA" 38 "FOSTER" 31 373498 382932 399912 297 309 310 144 131 133 3 NA NA
"1978" "NORTH DAKOTA" 38 "GOLDEN VALLEY" 33 580571 580461 570210 258 231 243 134 114 106 6 2 2
"1979" "NORTH DAKOTA" 38 "GRAND FORKS" 35 793119 755592 825552 847 863 973 293 253 256 20 10 12
"1980" "NORTH DAKOTA" 38 "GRANT" 37 948415 1056729 1058178 615 548 528 308 311 276 20 3 4
"1981" "NORTH DAKOTA" 38 "GRIGGS" 39 395382 379022 406115 381 423 479 146 123 123 4 NA NA
"1982" "NORTH DAKOTA" 38 "HETTINGER" 41 713892 680557 707833 461 489 546 231 198 201 3 6 5
"1983" "NORTH DAKOTA" 38 "KIDDER" 43 711733 794465 753284 531 584 590 263 264 229 4 2 7
"1984" "NORTH DAKOTA" 38 "LA MOURE" 45 679021 676966 688012 646 621 683 263 230 215 14 3 4
"1985" "NORTH DAKOTA" 38 "LOGAN" 47 526311 577823 577086 415 445 426 181 181 168 5 NA 6
"1986" "NORTH DAKOTA" 38 "MCHENRY" 49 1062935 1125831 1082911 953 901 928 371 360 333 9 5 9
"1987" "NORTH DAKOTA" 38 "MCINTOSH" 51 507991 568544 549685 531 526 513 189 196 185 10 7 2
"1988" "NORTH DAKOTA" 38 "MCKENZIE" 53 1159775 1192999 1074656 705 632 585 345 320 263 13 5 8
"1989" "NORTH DAKOTA" 38 "MCLEAN" 55 1168410 1094748 1162923 1043 918 1001 424 379 390 15 6 11
"1990" "NORTH DAKOTA" 38 "MERCER" 57 545052 536339 509552 497 456 455 152 155 146 18 9 5
"1991" "NORTH DAKOTA" 38 "MORTON" 59 1216490 1276269 1165098 954 855 836 381 395 326 27 15 22
"1992" "NORTH DAKOTA" 38 "MOUNTRAIL" 61 1019110 1068002 1036572 807 682 659 357 336 303 2 2 3
"1993" "NORTH DAKOTA" 38 "NELSON" 63 541245 531591 550121 506 598 651 189 158 153 5 4 2
"1994" "NORTH DAKOTA" 38 "OLIVER" 65 392117 403619 377904 341 307 273 131 131 112 5 2 1
"1995" "NORTH DAKOTA" 38 "PEMBINA" 67 639860 613795 649281 653 524 521 226 207 190 9 5 5
"1996" "NORTH DAKOTA" 38 "PIERCE" 69 567274 530623 581146 513 487 530 228 207 212 7 6 4
"1997" "NORTH DAKOTA" 38 "RAMSEY" 71 667304 636109 714525 562 554 629 253 205 219 9 6 20
"1998" "NORTH DAKOTA" 38 "RANSOM" 73 523010 500512 527276 527 528 560 158 129 145 19 4 5
"1999" "NORTH DAKOTA" 38 "RENVILLE" 75 524461 527181 554345 409 353 370 206 195 192 1 NA 3
"2000" "NORTH DAKOTA" 38 "RICHLAND" 77 863104 891133 905922 962 813 943 310 309 312 33 20 26
"2001" "NORTH DAKOTA" 38 "ROLETTE" 79 503789 507658 567850 547 523 662 199 166 180 18 NA 11
"2002" "NORTH DAKOTA" 38 "SARGENT" 81 499498 505021 505015 485 469 493 196 192 175 13 1 5
"2003" "NORTH DAKOTA" 38 "SHERIDAN" 83 492116 468745 500070 392 393 390 202 164 148 4 1 1
"2004" "NORTH DAKOTA" 38 "SIOUX" 85 695611 702493 730306 196 179 204 113 124 117 1 NA 2
"2005" "NORTH DAKOTA" 38 "SLOPE" 87 751672 762519 768938 274 259 238 150 153 133 5 NA 1
"2006" "NORTH DAKOTA" 38 "STARK" 89 806979 777118 837143 853 774 865 295 249 256 41 14 18
"2007" "NORTH DAKOTA" 38 "STEELE" 91 424121 401035 401959 305 318 342 159 137 137 6 1 1
"2008" "NORTH DAKOTA" 38 "STUTSMAN" 93 1265550 1215190 1193231 1040 988 1043 451 383 358 13 5 10
"2009" "NORTH DAKOTA" 38 "TOWNER" 95 580779 548774 607330 451 418 496 228 189 205 9 7 2
"2010" "NORTH DAKOTA" 38 "TRAILL" 97 515273 529647 543650 504 427 460 217 213 200 13 3 12
"2011" "NORTH DAKOTA" 38 "WALSH" 99 725826 759381 795415 805 905 968 270 259 261 5 3 6
"2012" "NORTH DAKOTA" 38 "WARD" 101 1244472 1108988 1066242 1262 966 946 476 401 342 31 16 19
"2013" "NORTH DAKOTA" 38 "WELLS" 103 748044 668049 757008 624 579 618 287 226 230 15 2 7
"2014" "NORTH DAKOTA" 38 "WILLIAMS" 105 1207578 1180986 1144868 891 858 857 411 391 367 15 12 5
"2015" "OHIO" 39 "ADAMS" 1 200296 198277 183961 1429 1320 1379 11 16 17 130 93 76
"2016" "OHIO" 39 "ALLEN" 3 193618 188150 187238 1020 968 946 21 31 31 105 86 95
"2017" "OHIO" 39 "ASHLAND" 5 171014 161100 150534 1066 1089 1058 20 21 19 56 75 103
"2018" "OHIO" 39 "ASHTABULA" 7 160492 170424 161698 1178 1283 1127 9 12 20 69 82 93
"2019" "OHIO" 39 "ATHENS" 9 94824 104816 82182 597 673 585 4 6 7 32 32 37
"2020" "OHIO" 39 "AUGLAIZE" 11 214198 217916 213296 1092 1020 1059 27 36 35 99 84 94
"2021" "OHIO" 39 "BELMONT" 13 161749 141908 129106 740 753 681 16 12 13 13 25 27
"2022" "OHIO" 39 "BROWN" 15 200543 220729 240389 1509 1400 1487 21 33 53 147 121 93
"2023" "OHIO" 39 "BUTLER" 17 142128 138044 127194 1006 1060 949 20 17 16 92 140 140
"2024" "OHIO" 39 "CARROLL" 19 123569 123506 116853 820 749 774 8 11 11 18 15 28
"2025" "OHIO" 39 "CHAMPAIGN" 21 228737 207554 204901 952 937 931 54 54 59 130 127 126
"2026" "OHIO" 39 "CLARK" 23 176674 165366 177335 769 756 744 49 50 50 105 112 128
"2027" "OHIO" 39 "CLERMONT" 25 94225 116026 104691 887 973 898 15 28 21 93 102 117
"2028" "OHIO" 39 "CLINTON" 27 225714 238805 218493 848 811 799 51 60 56 60 65 52
"2029" "OHIO" 39 "COLUMBIANA" 29 150058 136080 130952 1181 1184 1056 12 9 14 106 131 89
"2030" "OHIO" 39 "COSHOCTON" 31 184327 179643 171084 1017 1043 1032 21 25 23 52 51 57
"2031" "OHIO" 39 "CRAWFORD" 33 229906 234204 219566 780 693 682 52 63 54 77 51 68
"2032" "OHIO" 39 "CUYAHOGA" 35 5138 4086 2910 147 159 127 NA NA NA 56 75 55
"2033" "OHIO" 39 "DARKE" 37 334705 339055 350450 1881 1764 1772 40 61 64 211 234 240
"2034" "OHIO" 39 "DEFIANCE" 39 193212 208994 233213 965 982 1141 28 53 52 70 55 89
"2035" "OHIO" 39 "DELAWARE" 41 167436 162554 138140 740 785 726 37 34 38 75 119 120
"2036" "OHIO" 39 "ERIE" 43 90676 94681 84085 431 392 403 15 25 22 56 43 53
"2037" "OHIO" 39 "FAIRFIELD" 45 204416 196128 177772 1172 1173 1112 36 39 40 102 159 108
"2038" "OHIO" 39 "FAYETTE" 47 245994 203212 218250 573 480 585 75 70 68 54 34 65
"2039" "OHIO" 39 "FRANKLIN" 49 83919 81593 59601 476 561 429 20 15 13 83 149 103
"2040" "OHIO" 39 "FULTON" 51 199803 197410 183913 856 783 763 43 45 48 103 105 105
"2041" "OHIO" 39 "GALLIA" 53 129048 117944 116945 907 936 993 6 4 8 75 64 68
"2042" "OHIO" 39 "GEAUGA" 55 69025 66474 56558 845 975 888 NA 3 1 102 167 148
"2043" "OHIO" 39 "GREENE" 57 183093 168568 162533 870 819 776 37 41 44 100 114 121
"2044" "OHIO" 39 "GUERNSEY" 59 151563 137443 137584 966 910 883 8 8 12 37 20 61
"2045" "OHIO" 39 "HAMILTON" 61 33825 29520 21290 373 399 291 8 4 3 96 104 74
"2046" "OHIO" 39 "HANCOCK" 63 278765 262095 247981 1050 976 922 63 68 67 87 91 91
"2047" "OHIO" 39 "HARDIN" 65 248941 246393 256822 912 842 847 44 60 66 68 46 61
"2048" "OHIO" 39 "HARRISON" 67 121487 138423 93342 508 450 418 17 21 19 9 12 9
"2049" "OHIO" 39 "HENRY" 69 247101 236273 232238 922 844 881 36 48 53 75 67 99
"2050" "OHIO" 39 "HIGHLAND" 71 249886 273263 269803 1398 1381 1497 34 47 42 91 86 86
"2051" "OHIO" 39 "HOCKING" 73 55285 49866 41992 439 434 387 NA 1 2 27 26 37
"2052" "OHIO" 39 "HOLMES" 75 189072 206603 187658 1676 1809 1573 9 12 14 149 155 182
"2053" "OHIO" 39 "HURON" 77 236971 228346 219369 876 865 793 58 53 51 66 75 83
"2054" "OHIO" 39 "JACKSON" 79 83033 73800 71869 484 458 462 7 5 5 18 10 18
"2055" "OHIO" 39 "JEFFERSON" 81 78096 67231 69468 488 461 475 3 3 2 23 26 31
"2056" "OHIO" 39 "KNOX" 83 217206 209067 198244 1284 1258 1270 26 32 35 75 78 97
"2057" "OHIO" 39 "LAKE" 85 20275 19785 16065 313 333 259 1 NA NA 69 79 70
"2058" "OHIO" 39 "LAWRENCE" 87 68845 65326 65740 613 644 649 2 2 2 44 39 42
"2059" "OHIO" 39 "LICKING" 89 247568 237285 225792 1439 1482 1427 35 39 50 118 177 162
"2060" "OHIO" 39 "LOGAN" 91 230097 225093 201306 1048 1055 956 48 51 50 95 89 92
"2061" "OHIO" 39 "LORAIN" 93 135201 161918 124100 905 975 873 22 35 28 127 152 153
"2062" "OHIO" 39 "LUCAS" 95 81602 77823 62906 436 405 372 17 27 17 87 90 75
"2063" "OHIO" 39 "MADISON" 97 269451 245886 247913 741 730 718 73 63 71 66 55 56
"2064" "OHIO" 39 "MAHONING" 99 77352 76543 64082 635 652 578 8 8 8 64 62 70
"2065" "OHIO" 39 "MARION" 101 225817 205605 206832 604 520 654 66 68 62 69 35 76
"2066" "OHIO" 39 "MEDINA" 103 110785 122682 95493 1027 1188 951 14 18 22 128 189 181
"2067" "OHIO" 39 "MEIGS" 105 97369 90362 77755 587 552 551 5 2 6 27 27 35
"2068" "OHIO" 39 "MERCER" 107 265191 268569 293026 1330 1268 1302 36 45 59 151 156 166
"2069" "OHIO" 39 "MIAMI" 109 196511 184028 196943 1102 1071 1048 36 39 42 127 131 147
"2070" "OHIO" 39 "MONROE" 111 123227 107198 99306 715 654 636 4 3 4 24 15 11
"2071" "OHIO" 39 "MONTGOMERY" 113 109831 101912 111000 895 832 804 11 19 20 133 141 138
"2072" "OHIO" 39 "MORGAN" 115 109440 100198 102271 596 508 524 6 7 7 20 7 15
"2073" "OHIO" 39 "MORROW" 117 171115 179051 165023 900 863 874 37 42 33 59 85 94
"2074" "OHIO" 39 "MUSKINGUM" 119 197015 193175 166448 1194 1222 1162 16 23 19 54 67 57
"2075" "OHIO" 39 "NOBLE" 121 113315 106957 89298 635 602 534 7 12 6 11 15 10
"2076" "OHIO" 39 "OTTAWA" 123 107164 114430 115145 521 517 589 16 20 19 42 31 54
"2077" "OHIO" 39 "PAULDING" 125 217202 238497 255564 593 651 754 71 79 78 32 51 34
"2078" "OHIO" 39 "PERRY" 127 104740 91907 97965 713 639 643 7 12 13 30 41 30
"2079" "OHIO" 39 "PICKAWAY" 129 277738 275029 288905 797 791 832 81 86 91 81 91 93
"2080" "OHIO" 39 "PIKE" 131 87632 83602 80636 526 505 538 7 9 6 19 18 19
"2081" "OHIO" 39 "PORTAGE" 133 93582 96874 82759 879 962 862 10 12 15 98 118 132
"2082" "OHIO" 39 "PREBLE" 135 202746 198048 230616 1123 1065 1181 39 47 53 109 122 131
"2083" "OHIO" 39 "PUTNAM" 137 297921 331517 303751 1448 1348 1316 26 60 51 107 97 84
"2084" "OHIO" 39 "RICHLAND" 139 163560 158653 146580 1061 1086 1009 14 19 21 62 79 88
"2085" "OHIO" 39 "ROSS" 141 264949 246690 223650 1039 952 1009 54 52 43 51 42 56
"2086" "OHIO" 39 "SANDUSKY" 143 203717 196152 181337 874 802 781 43 49 45 91 86 107
"2087" "OHIO" 39 "SCIOTO" 145 113287 96449 102025 759 709 755 10 8 14 36 49 40
"2088" "OHIO" 39 "SENECA" 147 297565 280449 269371 1316 1185 1147 40 46 56 125 90 94
"2089" "OHIO" 39 "SHELBY" 149 204049 207329 217969 1087 1022 1050 28 27 28 102 81 114
"2090" "OHIO" 39 "STARK" 151 144690 145163 138061 1289 1337 1300 18 19 20 190 218 245
"2091" "OHIO" 39 "SUMMIT" 153 19280 21117 15166 309 377 334 2 NA NA 80 109 102
"2092" "OHIO" 39 "TRUMBULL" 155 124879 125962 125136 934 1016 970 10 10 12 67 96 88
"2093" "OHIO" 39 "TUSCARAWAS" 157 151498 159665 142642 1084 1076 983 11 15 17 105 77 99
"2094" "OHIO" 39 "UNION" 159 208931 256024 218657 923 1021 932 41 77 57 101 116 95
"2095" "OHIO" 39 "VAN WERT" 161 242047 250224 246497 762 681 696 52 77 65 77 76 60
"2096" "OHIO" 39 "VINTON" 163 42484 43651 36811 246 237 250 2 4 3 7 9 12
"2097" "OHIO" 39 "WARREN" 165 123503 126168 94348 899 1036 896 26 28 20 108 149 161
"2098" "OHIO" 39 "WASHINGTON" 167 163419 141455 124069 1064 952 856 8 3 4 48 24 38
"2099" "OHIO" 39 "WAYNE" 169 248040 267169 248409 1831 1894 1788 19 30 29 273 247 284
"2100" "OHIO" 39 "WILLIAMS" 171 213435 213265 212509 1057 1099 1116 37 41 39 66 88 66
"2101" "OHIO" 39 "WOOD" 173 309625 305834 275552 1097 1066 1169 70 88 77 90 101 99
"2102" "OHIO" 39 "WYANDOT" 175 210570 201146 219631 661 607 632 60 57 64 61 48 65
"2103" "OKLAHOMA" 40 "ADAIR" 1 228449 237874 249280 1224 1130 1202 25 34 37 36 38 30
"2104" "OKLAHOMA" 40 "ALFALFA" 3 546044 461288 542813 803 666 695 187 137 164 30 12 16
"2105" "OKLAHOMA" 40 "ATOKA" 5 428769 492174 408444 1209 1206 1218 66 73 83 19 34 22
"2106" "OKLAHOMA" 40 "BEAVER" 7 1066649 1018626 1128871 816 960 952 277 266 248 8 9 13
"2107" "OKLAHOMA" 40 "BECKHAM" 9 494898 533250 519503 908 1012 1053 141 141 125 59 29 39
"2108" "OKLAHOMA" 40 "BLAINE" 11 574617 537314 585908 934 825 862 171 148 155 23 18 22
"2109" "OKLAHOMA" 40 "BRYAN" 13 424395 458275 490688 1690 1673 1701 67 79 85 41 42 39
"2110" "OKLAHOMA" 40 "CADDO" 15 744252 710833 749918 1639 1504 1584 211 195 195 48 38 47
"2111" "OKLAHOMA" 40 "CANADIAN" 17 497107 500872 508771 1348 1360 1447 128 122 139 116 104 131
"2112" "OKLAHOMA" 40 "CARTER" 19 388803 430706 402831 1332 1353 1426 60 73 81 57 35 51
"2113" "OKLAHOMA" 40 "CHEROKEE" 21 248193 220739 246421 1329 1221 1375 30 28 31 61 43 46
"2114" "OKLAHOMA" 40 "CHOCTAW" 23 336507 337443 326300 1102 1095 1134 65 68 66 25 29 26
"2115" "OKLAHOMA" 40 "CIMARRON" 25 1084981 1121690 1044528 530 545 557 234 215 197 8 5 5
"2116" "OKLAHOMA" 40 "CLEVELAND" 27 170749 165483 159816 1216 1294 1327 25 25 20 133 181 171
"2117" "OKLAHOMA" 40 "COAL" 29 269918 262626 269401 636 617 634 45 44 53 9 8 12
"2118" "OKLAHOMA" 40 "COMANCHE" 31 445119 425146 497502 1164 1188 1126 109 100 119 52 62 54
"2119" "OKLAHOMA" 40 "COTTON" 33 367819 334328 366651 564 488 517 116 93 104 14 8 18
"2120" "OKLAHOMA" 40 "CRAIG" 35 422467 435804 457292 1254 1289 1359 83 73 92 13 37 34
"2121" "OKLAHOMA" 40 "CREEK" 37 355289 365810 377437 1734 1838 1900 54 57 52 105 68 107
"2122" "OKLAHOMA" 40 "CUSTER" 39 640082 544615 568728 869 802 907 181 165 171 18 21 38
